Points,Longitude,Latitude,HALLMARK_ANGIOGENESIS,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_P53_PATHWAY,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_DNA_REPAIR,Max,P
1448,95.31019,146.09851,-7.720787003,-45.84429342,-43.71784907,-54.3544214,-3.04E+01,-36.51001292,-20.98599072,-29.89703283,0,HALLMARK_ANGIOGENESIS
1449,102.24276,146.09851,-7.982068775,-47.91175491,-45.71268724,-55.73781071,-3.16E+01,-38.12693134,-21.82816888,-31.56518719,0,HALLMARK_ANGIOGENESIS
1450,109.17534,146.09851,-7.886144,-48.963214,-46.78387418,-55.6144675,-3.22E+01,-38.86034413,-22.37496043,-32.39349461,0,HALLMARK_ANGIOGENESIS
1451,116.10791,146.09851,-7.646837177,-49.48451628,-47.5003582,-55.13971337,-3.28E+01,-39.32644312,-22.66947817,-32.74841483,0,HALLMARK_ANGIOGENESIS
1452,123.04048,146.09851,-7.363263627,-49.54209433,-47.72910978,-53.3943467,-3.28E+01,-38.90885395,-22.57483725,-32.66855897,0,HALLMARK_ANGIOGENESIS
1453,129.97305,146.09851,-7.500854831,-49.53684601,-47.75343883,-53.62256581,-3.27E+01,-38.85016707,-22.58058085,-32.68236552,0,HALLMARK_ANGIOGENESIS
1454,136.90563,146.09851,-7.980000815,-50.05092528,-48.29662763,-56.64909015,-3.33E+01,-39.79969736,-23.04857446,-33.17400948,0,HALLMARK_ANGIOGENESIS
1455,143.8382,146.09851,-8.43617481,-50.74498763,-49.00658436,-59.54220328,-3.39E+01,-40.69353242,-23.5744718,-33.82378327,0,HALLMARK_ANGIOGENESIS
1456,150.77077,146.09851,-8.642390513,-51.23614396,-49.44272736,-60.9899636,-3.42E+01,-41.06357059,-23.88479043,-34.21732537,0,HALLMARK_ANGIOGENESIS
1457,157.70335,146.09851,-8.792313531,-51.29927355,-49.46297048,-61.63076724,-3.43E+01,-41.34534564,-23.99876335,-34.37744969,0,HALLMARK_ANGIOGENESIS
1458,164.63592,146.09851,-8.764386833,-51.15536027,-49.35722329,-61.40877583,-3.43E+01,-41.40724921,-23.99729304,-34.41853638,0,HALLMARK_ANGIOGENESIS
1459,171.56849,146.09851,-8.659954022,-51.01536605,-49.31250744,-60.20642875,-3.42E+01,-41.2442592,-23.94148807,-34.38212506,0,HALLMARK_ANGIOGENESIS
1460,178.50107,146.09851,-8.61474419,-50.93935848,-49.15400727,-59.18484048,-3.40E+01,-40.83419552,-23.84732167,-34.1632456,0,HALLMARK_ANGIOGENESIS
1461,185.43364,146.09851,-8.45746688,-50.79502814,-48.92333066,-58.23007609,-3.38E+01,-40.52297681,-23.70160921,-33.87248537,0,HALLMARK_ANGIOGENESIS
1462,192.36621,146.09851,-8.377014175,-50.50779162,-48.59092851,-56.76319537,-3.35E+01,-40.11400029,-23.49897909,-33.5582782,0,HALLMARK_ANGIOGENESIS
1463,199.29878,146.09851,-8.363808021,-50.29747668,-48.26518921,-58.20370796,-3.31E+01,-39.70748596,-23.2493176,-33.12967469,0,HALLMARK_ANGIOGENESIS
1464,206.23136,146.09851,-8.261796133,-49.67991826,-47.5043052,-57.92447159,-3.23E+01,-38.78381914,-22.77268922,-32.24268723,0,HALLMARK_ANGIOGENESIS
1465,213.16393,146.09851,-7.877475087,-48.12441502,-45.74805801,-56.20667625,-3.07E+01,-36.7548554,-21.64128357,-30.3902858,0,HALLMARK_ANGIOGENESIS
1466,220.0965,146.09851,-7.220753793,-44.45801008,-41.81369395,-51.8466213,-2.73E+01,-32.5975,-19.36831919,-26.96674385,0,HALLMARK_ANGIOGENESIS
1467,227.02908,146.09851,-5.758410297,-36.30403837,-33.50439798,-43.0472202,-2.07E+01,-23.99268978,-15.24013482,-20.98644632,0,HALLMARK_ANGIOGENESIS
1468,233.96165,146.09851,-3.792014205,-25.59695458,-22.52955464,-32.18418713,-1.29E+01,-13.09876132,-10.19033539,-14.5458233,0,HALLMARK_ANGIOGENESIS
1469,240.89422,146.09851,-3.540711328,-24.30244964,-21.49286228,-30.54234501,-1.24E+01,-12.12718181,-9.045852945,-12.98127038,0,HALLMARK_ANGIOGENESIS
1470,247.82679,146.09851,-4.245635678,-27.31339087,-24.55619883,-33.48805845,-1.43E+01,-14.77732636,-9.839207983,-13.62606541,0,HALLMARK_ANGIOGENESIS
1471,254.75937,146.09851,-4.260252803,-25.83909788,-22.33071106,-34.01913685,-1.35E+01,-14.34164594,-9.516869422,-12.93847833,0,HALLMARK_ANGIOGENESIS
1472,261.69194,146.09851,-4.349487201,-20.33510894,-15.44982295,-32.85450645,-1.06E+01,-12.23166268,-8.418712015,-10.5362504,0,HALLMARK_ANGIOGENESIS
1473,268.62451,146.09851,-4.356426031,-18.84376942,-13.42234646,-31.62262155,-9.47E+00,-10.95266592,-7.725796501,-9.04522877,0,HALLMARK_ANGIOGENESIS
1474,275.55709,146.09851,-4.558335805,-21.23938969,-15.81159686,-31.06863867,-1.07E+01,-12.49094706,-8.142393515,-9.3944484,0,HALLMARK_ANGIOGENESIS
1475,282.48966,146.09851,-3.847387648,-22.5719331,-16.61908357,-28.6093914,-1.04E+01,-12.01332951,-7.723730254,-9.31828916,0,HALLMARK_ANGIOGENESIS
1476,289.42223,146.09851,-3.254327741,-21.05725338,-14.25534222,-25.90581905,-8.19E+00,-9.089727885,-6.537146694,-8.10222623,0,HALLMARK_ANGIOGENESIS
1477,296.3548,146.09851,-3.21862036,-20.85385847,-14.75884519,-24.21073667,-8.29E+00,-10.05488191,-7.610754677,-8.44291882,0,HALLMARK_ANGIOGENESIS
1478,303.28738,146.09851,-2.816717169,-21.55750025,-16.74354236,-21.92114519,-9.66E+00,-11.02355591,-8.396614919,-9.0723093,0,HALLMARK_ANGIOGENESIS
1479,310.21995,146.09851,-2.902541861,-22.38562017,-18.35246194,-22.94698206,-1.06E+01,-10.65793113,-8.912705231,-9.32804485,0,HALLMARK_ANGIOGENESIS
1480,317.15252,146.09851,-3.17845936,-24.16056329,-20.40435368,-24.51462078,-1.24E+01,-13.37879208,-9.85950052,-10.3745506,0,HALLMARK_ANGIOGENESIS
1481,324.0851,146.09851,-3.050975971,-24.26717957,-20.82926592,-22.74599382,-1.23E+01,-13.752055,-9.91872316,-10.85173054,0,HALLMARK_ANGIOGENESIS
1482,331.01767,146.09851,-2.630973001,-22.22406706,-18.50479372,-18.1901766,-1.04E+01,-11.65880875,-8.666379985,-9.77756258,0,HALLMARK_ANGIOGENESIS
1483,337.95024,146.09851,-2.689102532,-20.95916152,-16.94873384,-16.55861763,-9.91E+00,-11.28534985,-7.963810501,-8.98522278,0,HALLMARK_ANGIOGENESIS
1484,344.88282,146.09851,-2.251734765,-20.88098266,-17.49213001,-14.59880609,-1.06E+01,-11.53915028,-8.038286499,-8.88065332,0,HALLMARK_ANGIOGENESIS
1485,351.81539,146.09851,-0.805239419,-19.68975567,-16.53681109,-9.404493288,-9.96E+00,-9.73005833,-7.170808487,-8.64537389,0,HALLMARK_ANGIOGENESIS
1486,358.74796,146.09851,-0.242684022,-18.93903428,-16.00046199,-8.048135799,-1.00E+01,-9.568701149,-6.757196511,-8.60565044,0,HALLMARK_ANGIOGENESIS
1487,365.68053,146.09851,-0.762624446,-18.25447475,-15.67516403,-8.936640268,-1.06E+01,-9.673348645,-6.578309803,-8.23073392,0,HALLMARK_ANGIOGENESIS
1488,372.61311,146.09851,-1.393081713,-16.7774141,-14.56911152,-9.726831613,-9.60E+00,-8.381737966,-5.934528624,-6.89404712,0,HALLMARK_ANGIOGENESIS
1489,379.54568,146.09851,-1.357856391,-17.17008631,-15.19719716,-10.61613206,-9.66E+00,-8.426274276,-6.42973035,-6.14861009,0,HALLMARK_ANGIOGENESIS
1490,386.47825,146.09851,-1.459886739,-17.05533498,-14.76581937,-12.13468577,-9.79E+00,-8.560981576,-6.964778261,-6.85322586,0,HALLMARK_ANGIOGENESIS
1491,393.41083,146.09851,-2.531900522,-22.57953579,-20.21189972,-19.62123831,-1.30E+01,-14.08027574,-9.113919592,-10.79652582,0,HALLMARK_ANGIOGENESIS
1492,400.3434,146.09851,-3.419748501,-26.78891487,-24.35123509,-23.57560112,-1.56E+01,-18.08718225,-10.46811565,-13.79395581,0,HALLMARK_ANGIOGENESIS
1493,407.27597,146.09851,-3.562314222,-28.15288565,-25.66036475,-23.34653183,-1.65E+01,-19.39183065,-10.81443799,-15.14138281,0,HALLMARK_ANGIOGENESIS
1494,414.20854,146.09851,-2.798476478,-26.70271932,-24.2447788,-18.58104976,-1.51E+01,-17.62434217,-10.0888137,-14.41768856,0,HALLMARK_ANGIOGENESIS
1495,421.14112,146.09851,-1.919773303,-23.13930979,-20.68875329,-10.65033282,-1.21E+01,-14.20335437,-8.607970793,-11.81565785,0,HALLMARK_ANGIOGENESIS
1496,428.07369,146.09851,-0.677406613,-17.29681833,-15.07240121,-0.040938485,-7.97E+00,-8.438014769,-5.994651404,-7.97399367,0,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1497,435.00626,146.09851,1.531352447,-9.535191536,-6.584289755,14.27837431,-1.74E+00,-1.248042265,-2.680243364,-2.95429375,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1498,441.93884,146.09851,4.966479458,0.642103168,3.784566872,36.20971343,5.86E+00,7.739815809,1.804416138,3.32734509,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1499,448.87141,146.09851,10.17902235,13.55705496,16.19455902,64.41765687,1.46E+01,19.80164985,7.525847471,10.25666319,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1500,455.80398,146.09851,12.25001103,18.30829654,20.93904926,82.97112137,1.77E+01,23.75174774,9.708817962,14.31541663,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1501,462.73655,146.09851,14.69814726,24.79229815,28.23329161,95.90243775,2.23E+01,28.85661207,11.94818498,18.0167025,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1502,469.66913,146.09851,18.26777553,24.89450008,29.14730942,115.7052385,2.44E+01,32.13559914,13.52230261,19.77438292,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1503,476.6017,146.09851,20.6235204,23.23310138,28.62533188,129.054764,2.55E+01,34.91565008,14.81721929,21.1223759,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1504,483.53427,146.09851,18.88243026,21.73357192,27.59631457,118.4371693,2.48E+01,32.84917437,15.46584455,20.31874544,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1505,490.46685,146.09851,13.9374696,14.13460803,19.43114985,82.64239412,1.87E+01,24.17828749,13.16478591,15.77929551,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1506,497.39942,146.09851,10.10077508,9.440306626,15.09013063,59.86982818,1.50E+01,19.62312426,10.45851245,12.50961839,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1507,504.33199,146.09851,10.13680823,7.182582769,12.45257401,58.24476943,1.29E+01,17.7717362,8.99032372,11.01376194,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1508,511.26457,146.09851,10.61509618,5.553118424,10.53259455,59.86563672,1.16E+01,16.50460601,8.181583467,10.18913149,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1509,518.19714,146.09851,11.04282451,4.571435638,9.423659954,62.01297077,1.08E+01,15.89217878,7.829984843,9.86929601,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1510,525.12971,146.09851,11.37401682,3.949884788,8.78314834,64.0294297,1.04E+01,15.60842919,7.709738961,9.82819343,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1511,532.06228,146.09851,11.60790722,3.548286957,8.431032595,65.68223759,1.02E+01,15.48913719,7.706559376,9.93896421,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1512,538.99486,146.09851,11.7510465,3.289607433,8.263437568,66.88524151,1.01E+01,15.4476823,7.759742929,10.12806061,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1513,545.92743,146.09851,11.81329488,3.12634256,8.212757634,67.63218247,1.01E+01,15.43762886,7.836252124,10.35262609,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1514,552.86,146.09851,11.8068091,3.028458314,8.23459321,67.96321061,1.01E+01,15.4355917,7.918719486,10.588603,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1515,559.79258,146.09851,11.7445648,2.977249735,8.300725259,67.94090157,1.01E+01,15.43143049,7.998845397,10.82341724,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1516,566.72515,146.09851,11.639052,2.961332125,8.397036295,67.63422096,1.02E+01,15.42227473,8.073465196,11.0512994,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1517,573.65772,146.09851,11.50146014,2.973876802,8.513096211,67.1091486,1.02E+01,15.40892002,8.142172263,11.27032602,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1518,580.59029,146.09851,11.3413144,3.010751603,8.646931075,66.42403893,1.02E+01,15.39372507,8.205901395,11.48059638,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1519,587.52287,146.09851,11.16642044,3.069323082,8.796757218,65.62795442,1.03E+01,15.37944275,8.266109344,11.68314506,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1520,594.45544,146.09851,10.98298418,3.147721133,8.958048517,64.76067645,1.03E+01,15.36861711,8.32432283,11.87931963,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1521,46.78218,152.71619,-4.527125701,-25.58233858,-24.0399536,-31.27306315,-1.66E+01,-19.30234433,-12.7040351,-15.65460925,0,HALLMARK_ANGIOGENESIS
1522,53.71475,152.71619,-4.913030742,-27.75245946,-26.17163234,-33.94861604,-1.81E+01,-21.18031274,-13.61644498,-17.16546894,0,HALLMARK_ANGIOGENESIS
1523,60.64733,152.71619,-5.331462433,-30.146188,-28.51206548,-36.89956459,-1.97E+01,-23.24167004,-14.61078777,-18.82868593,0,HALLMARK_ANGIOGENESIS
1524,67.5799,152.71619,-5.781010011,-32.77747286,-31.07104433,-40.13323808,-2.15E+01,-25.4939851,-15.69055652,-20.65355157,0,HALLMARK_ANGIOGENESIS
1525,74.51247,152.71619,-6.255600339,-35.64483057,-33.84357554,-43.6261521,-2.35E+01,-27.93150833,-16.85258921,-22.63884299,0,HALLMARK_ANGIOGENESIS
1526,81.44504,152.71619,-6.741861515,-38.72488533,-36.80592644,-47.3007454,-2.56E+01,-30.52962898,-18.08279796,-24.76539158,0,HALLMARK_ANGIOGENESIS
1527,88.37762,152.71619,-7.227261147,-41.9700007,-39.91452347,-50.9997671,-2.77E+01,-33.23970924,-19.34846328,-26.98349299,0,HALLMARK_ANGIOGENESIS
1528,95.31019,152.71619,-7.802647422,-45.28933078,-43.08886897,-54.52571625,-2.99E+01,-35.9695265,-20.55495529,-29.16846689,0,HALLMARK_ANGIOGENESIS
1529,102.24276,152.71619,-7.794884325,-47.09238329,-44.84235504,-54.93957154,-3.09E+01,-37.32596768,-21.39664717,-30.72284597,0,HALLMARK_ANGIOGENESIS
1530,109.17534,152.71619,-7.337644873,-48.00184736,-45.73229834,-53.22075452,-3.14E+01,-37.8553194,-21.77064174,-31.56052701,0,HALLMARK_ANGIOGENESIS
1531,116.10791,152.71619,-6.513373936,-48.17632424,-46.21201286,-49.14902418,-3.17E+01,-37.5538221,-21.87572775,-31.63714916,0,HALLMARK_ANGIOGENESIS
1532,123.04048,152.71619,-5.803228134,-48.02081845,-46.20690947,-44.43978607,-3.12E+01,-36.50426038,-21.39242779,-31.19844302,0,HALLMARK_ANGIOGENESIS
1533,129.97305,152.71619,-6.238805915,-48.35211264,-46.45569141,-46.07781371,-3.13E+01,-36.78018429,-21.43812057,-31.32106852,0,HALLMARK_ANGIOGENESIS
1534,136.90563,152.71619,-7.326481318,-49.31506329,-47.43645894,-52.52242088,-3.24E+01,-38.5236138,-22.24246148,-32.26625936,0,HALLMARK_ANGIOGENESIS
1535,143.8382,152.71619,-8.145019589,-50.24538383,-48.38149772,-57.69801652,-3.35E+01,-40.03737401,-23.12442273,-33.34135896,0,HALLMARK_ANGIOGENESIS
1536,150.77077,152.71619,-8.610312388,-51.00688692,-49.17163381,-60.47124107,-3.40E+01,-40.92918284,-23.69969245,-34.0513692,0,HALLMARK_ANGIOGENESIS
1537,157.70335,152.71619,-8.8369732,-51.2187157,-49.38765357,-61.7448755,-3.42E+01,-41.33976112,-23.94267759,-34.34172473,0,HALLMARK_ANGIOGENESIS
1538,164.63592,152.71619,-8.821992201,-51.28773685,-49.39901656,-61.54338594,-3.42E+01,-41.34753266,-24.00545013,-34.40603066,0,HALLMARK_ANGIOGENESIS
1539,171.56849,152.71619,-8.712932378,-51.1008428,-49.32504964,-60.64312425,-3.42E+01,-41.1584922,-23.93663336,-34.38892468,0,HALLMARK_ANGIOGENESIS
1540,178.50107,152.71619,-8.508845451,-50.86799724,-49.11978758,-59.53955927,-3.40E+01,-40.60660453,-23.76572701,-34.19395275,0,HALLMARK_ANGIOGENESIS
1541,185.43364,152.71619,-8.387104279,-50.73288443,-48.89061533,-58.88065822,-3.38E+01,-40.3763986,-23.62548318,-33.87386569,0,HALLMARK_ANGIOGENESIS
1542,192.36621,152.71619,-8.27233801,-50.53423142,-48.58757045,-58.30800461,-3.36E+01,-39.96102471,-23.42299422,-33.47652625,0,HALLMARK_ANGIOGENESIS
1543,199.29878,152.71619,-8.307994655,-50.2780985,-48.1864679,-58.57064954,-3.31E+01,-39.4387517,-23.22381265,-33.07098989,0,HALLMARK_ANGIOGENESIS
1544,206.23136,152.71619,-8.277784147,-49.6591571,-47.39211434,-58.46369797,-3.22E+01,-38.57399758,-22.69868865,-32.17493867,0,HALLMARK_ANGIOGENESIS
1545,213.16393,152.71619,-7.663971733,-47.67360132,-45.10125071,-55.92056661,-3.01E+01,-35.75281958,-21.27258993,-30.03415833,0,HALLMARK_ANGIOGENESIS
1546,220.0965,152.71619,-6.950959071,-43.28463169,-40.35071427,-50.8126941,-2.61E+01,-31.33765899,-18.61206478,-26.00553269,0,HALLMARK_ANGIOGENESIS
1547,227.02908,152.71619,-4.99968244,-33.66596146,-30.13333244,-39.74820763,-1.85E+01,-21.48517453,-13.62914817,-18.97201327,0,HALLMARK_ANGIOGENESIS
1548,233.96165,152.71619,-2.359187226,-20.23070135,-15.9109794,-25.83727991,-8.96E+00,-7.766427659,-7.558119963,-11.32175722,0,HALLMARK_ANGIOGENESIS
1549,240.89422,152.71619,-2.386344636,-19.19882755,-15.555841,-25.82805737,-8.48E+00,-7.217477395,-6.595226522,-10.06796662,0,HALLMARK_ANGIOGENESIS
1550,247.82679,152.71619,-3.681586208,-23.78661669,-20.67462823,-30.26714074,-1.13E+01,-11.36376717,-7.626491172,-11.55916893,0,HALLMARK_ANGIOGENESIS
1551,254.75937,152.71619,-3.838397121,-24.2965181,-20.51336674,-31.56765572,-1.20E+01,-12.80906459,-8.327242918,-12.05342894,0,HALLMARK_ANGIOGENESIS
1552,261.69194,152.71619,-4.474768737,-22.84707989,-18.13417526,-32.10066504,-1.15E+01,-13.83019822,-8.622988329,-11.33226574,0,HALLMARK_ANGIOGENESIS
1553,268.62451,152.71619,-4.477111136,-22.07367794,-17.08652506,-31.5246824,-1.15E+01,-13.6305611,-8.518074415,-10.16224399,0,HALLMARK_ANGIOGENESIS
1554,275.55709,152.71619,-4.639285697,-21.81277219,-16.18311411,-30.13971325,-1.13E+01,-13.04602019,-7.839563843,-9.07852488,0,HALLMARK_ANGIOGENESIS
1555,282.48966,152.71619,-3.874860703,-19.87130933,-13.40708919,-26.20849292,-8.54E+00,-10.00499819,-6.282605065,-7.37049452,0,HALLMARK_ANGIOGENESIS
1556,289.42223,152.71619,-3.153117025,-18.05782607,-11.43580552,-22.40222256,-6.13E+00,-7.339217378,-5.16944178,-6.18115209,0,HALLMARK_ANGIOGENESIS
1557,296.3548,152.71619,-1.896839517,-18.556507,-12.80384634,-17.84497499,-6.50E+00,-7.510274519,-5.782914933,-7.13372732,0,HALLMARK_ANGIOGENESIS
1558,303.28738,152.71619,-2.870210206,-20.85522104,-16.21502031,-20.10971782,-8.97E+00,-10.57453771,-7.577085261,-8.4215365,0,HALLMARK_ANGIOGENESIS
1559,310.21995,152.71619,-3.621002159,-23.8598171,-20.07158423,-24.28854554,-1.20E+01,-13.38647769,-9.207426679,-9.9506453,0,HALLMARK_ANGIOGENESIS
1560,317.15252,152.71619,-3.751256708,-24.20266871,-20.9541138,-25.29581282,-1.30E+01,-14.29559977,-9.75148704,-10.64392438,0,HALLMARK_ANGIOGENESIS
1561,324.0851,152.71619,-3.470603454,-22.90046548,-19.82272977,-22.99574812,-1.21E+01,-12.79515078,-9.286142847,-10.4148626,0,HALLMARK_ANGIOGENESIS
1562,331.01767,152.71619,-3.223247522,-20.64293185,-17.5413191,-19.74542035,-1.05E+01,-10.90637856,-8.109180425,-9.48539696,0,HALLMARK_ANGIOGENESIS
1563,337.95024,152.71619,-3.167869783,-20.53859152,-17.40280102,-18.35888737,-1.01E+01,-11.01695583,-7.324568105,-8.89410426,0,HALLMARK_ANGIOGENESIS
1564,344.88282,152.71619,-2.996130941,-20.98050814,-18.13219617,-17.7335877,-1.00E+01,-11.14679135,-7.36923093,-8.50020225,0,HALLMARK_ANGIOGENESIS
1565,351.81539,152.71619,-2.089379108,-20.46717061,-17.78069552,-13.76406472,-1.03E+01,-10.87893529,-7.289956757,-8.62787963,0,HALLMARK_ANGIOGENESIS
1566,358.74796,152.71619,-1.379188989,-18.26045003,-15.78372425,-9.135633378,-9.55E+00,-9.429524082,-6.392256961,-7.9725903,0,HALLMARK_ANGIOGENESIS
1567,365.68053,152.71619,-1.259169873,-15.2393896,-12.78553064,-7.13977368,-8.52E+00,-7.409259019,-5.126375956,-6.47221974,0,HALLMARK_ANGIOGENESIS
1568,372.61311,152.71619,-1.006739453,-14.36204987,-12.55757283,-5.250521458,-7.84E+00,-7.130362859,-4.838805212,-5.61825365,0,HALLMARK_ANGIOGENESIS
1569,379.54568,152.71619,-0.558322962,-14.16258753,-12.61374877,-5.171520296,-7.85E+00,-6.930784991,-5.244365387,-5.33860009,0,HALLMARK_ANGIOGENESIS
1570,386.47825,152.71619,-1.286820686,-17.37856168,-15.35257878,-11.34168512,-1.01E+01,-9.478191308,-6.986723818,-7.17960438,0,HALLMARK_ANGIOGENESIS
1571,393.41083,152.71619,-2.488718928,-22.87437003,-21.03301136,-18.92463434,-1.39E+01,-14.37612743,-9.308300226,-10.82461265,0,HALLMARK_ANGIOGENESIS
1572,400.3434,152.71619,-3.342609358,-27.14423514,-25.1532509,-23.60055121,-1.63E+01,-18.54697015,-10.6686328,-14.02570039,0,HALLMARK_ANGIOGENESIS
1573,407.27597,152.71619,-3.665223586,-28.14567976,-26.07103415,-24.30239118,-1.62E+01,-19.04690448,-10.79838786,-15.444853,0,HALLMARK_ANGIOGENESIS
1574,414.20854,152.71619,-3.137475607,-26.97321605,-25.05749766,-21.76854332,-1.55E+01,-17.567886,-10.11554092,-14.8230526,0,HALLMARK_ANGIOGENESIS
1575,421.14112,152.71619,-2.735587011,-25.48424661,-23.35671473,-17.91358361,-1.37E+01,-15.64549414,-9.19223537,-13.41890711,0,HALLMARK_ANGIOGENESIS
1576,428.07369,152.71619,-1.95640995,-21.195905,-19.37588845,-10.40980071,-1.12E+01,-12.45424021,-7.909843673,-10.6207565,0,HALLMARK_ANGIOGENESIS
1577,435.00626,152.71619,0.366431017,-13.66884989,-11.21834891,4.305504337,-5.32E+00,-5.957241522,-4.766737489,-6.29825134,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1578,441.93884,152.71619,3.875823411,-6.686027768,-4.035490905,26.1670692,2.84E-01,0.5878333,-1.346489799,-1.55035067,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1579,448.87141,152.71619,8.632572274,0.953179733,3.466439255,52.30022538,5.98E+00,8.704518395,2.536106548,3.42061696,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1580,455.80398,152.71619,12.03482611,7.412796839,10.55060309,70.79105487,1.03E+01,15.12667857,5.435179696,7.27841913,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1581,462.73655,152.71619,13.42640448,9.607587533,13.34558501,76.05026361,1.23E+01,16.13562296,6.391486364,9.2492038,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1582,469.66913,152.71619,11.99956249,9.435731487,13.92171964,69.64525493,1.37E+01,17.77091011,7.583824028,10.7028505,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1583,476.6017,152.71619,14.17568702,13.28576842,19.29317733,81.8315954,1.88E+01,25.45993073,10.66477725,13.75933068,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1584,483.53427,152.71619,15.92134141,16.53312872,23.19642207,94.13939711,2.22E+01,30.20202698,13.0605204,15.16000915,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1585,490.46685,152.71619,12.99397677,10.5937353,16.16142829,75.57863019,1.69E+01,22.48591337,11.49909166,11.84906881,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1586,497.39942,152.71619,10.0196666,9.423458451,14.7522107,57.96272152,1.49E+01,21.13747249,10.48396493,10.91605789,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1587,504.33199,152.71619,9.906153493,4.897067086,9.614229822,55.74002985,1.09E+01,15.80971422,8.144555063,8.8583155,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1588,511.26457,152.71619,10.4555594,3.676879294,8.175177544,58.44007709,9.82E+00,14.58909042,7.476171483,8.55114674,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1589,518.19714,152.71619,11.08233985,3.388930015,7.845862598,62.18007543,9.66E+00,14.58058802,7.435934397,8.84055356,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1590,525.12971,152.71619,11.60838582,3.360070993,7.871757209,65.58555598,9.78E+00,14.89004664,7.601108311,9.30304375,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
1591,532.06228,152.71619,11.98367376,3.397739304,8.015788117,68.20250271,9.96E+00,15.2291744,7.813642681,9.78561633,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
